"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"103","anisomycin","Preclinical","DNA synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.753188833135588,24,-0.821870879305515,0.41402816500557,-0.753188833135588
"1681","suprofen","Withdrawn","cyclooxygenase inhibitor","PTGS1|PTGS2",-0.750519439008343,1,-0.750519439008343,NA,-0.750519439008343
"1463","pyrvinium","Launched","androgen receptor antagonist","",-0.748377035971046,7,-0.781916447560619,0.18008312348844,-0.748377035971046
"1077","miglitol","Launched","glucosidase inhibitor","GAA|GANAB|GANC|MGAM",-0.741016652059597,1,-0.741016652059597,NA,-0.741016652059597
"1368","pipemidic-acid","Launched","topoisomerase inhibitor","",-0.739710207340214,2,-0.739710207340214,0.267618122999466,-0.739710207340214
"300","CD-437","Preclinical","retinoid receptor agonist","RARG",-0.734113746129368,67,-0.791857446604018,0.384261845198505,-0.734113746129368
"783","haloprogin","Launched","other antifungal","",-0.716336165103819,3,-0.711153385838608,0.0902696990294553,-0.716336165103819
"1711","teniposide","Launched","topoisomerase inhibitor","TOP2A|TOP2B",-0.714551668927491,91,-0.892711072158925,0.44278362348559,-0.714551668927491
"884","JNJ-7706621","Preclinical","CDK inhibitor","AURKA|AURKB|CDK1|CDK2",-0.706997293890164,14,-0.718676026796832,0.220731376134301,-0.706997293890164
"306","cefepime","Launched","bacterial cell wall synthesis inhibitor","",-0.70392288627682,1,-0.70392288627682,NA,-0.70392288627682
"1048","methotrexate","Launched","dihydrofolate reductase inhibitor","DHFR",-0.699987263485074,10,-0.769062226117441,0.349831883458045,-0.699987263485074
"387","clofarabine","Launched","ribonucleotide reductase inhibitor","POLA1|POLD1|POLE|RRM1|RRM2|RRM2B",-0.697502113394242,14,-0.725646806854449,0.216102234033902,-0.697502113394242
"162","belinostat","Launched","HDAC inhibitor","HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9",-0.695090720015906,25,-0.764542226037265,0.270787935594513,-0.695090720015906
"1938","ZM-39923","Preclinical","JAK inhibitor","JAK1|JAK3",-0.690381540532239,3,-0.722611744084137,0.0833230916558227,-0.690381540532239
"1072","miconazole","Launched","bacterial cell wall synthesis inhibitor","KCNH2|KCNH6|KCNH7|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|NOS2|NOS3|TRPM2|TRPV5",-0.684903889349066,3,-0.7931638913234,0.273059815588322,-0.684903889349066
"986","luteolin","Phase 2","glucosidase inhibitor","TOP1",-0.683163173934243,3,-0.646216768916155,0.118743066019496,-0.683163173934243
"1878","viomycin","Launched","protein synthesis inhibitor","",-0.680259433165515,1,-0.680259433165515,NA,-0.680259433165515
"215","BMS-387032","Phase 1","CDK inhibitor|cell cycle inhibitor|MCL1 inhibitor","CDK2|CDK7|CDK9",-0.679109970812777,36,-0.80529301626768,0.434739426559376,-0.679109970812777
"743","GR-103691","Preclinical","dopamine receptor antagonist","DRD3",-0.675674359723439,3,-0.676380368098159,0.142164621845911,-0.675674359723439
"92","amsacrine","Launched","topoisomerase inhibitor","KCNH2|TOP2A",-0.674117792957164,22,-0.793529068068946,0.374854144101257,-0.674117792957164
"1190","NNC-55-0396","Preclinical","T-type calcium channel blocker","CATSPER1|CATSPER2|CATSPER3|CATSPER4",-0.670113857478379,14,-0.660531697341513,0.163361697860325,-0.670113857478379
"1311","penfluridol","Launched","T-type calcium channel blocker","CACNA1G",-0.668040984079677,23,-0.775643599101827,0.314664828664606,-0.668040984079677
"928","lanatoside-c","Preclinical","cardiac glycoside","",-0.66779281679705,6,-0.750210259376118,0.309093909686979,-0.66779281679705
"831","IKK-16","Preclinical","IKK inhibitor","IKBKB",-0.66152228230956,16,-0.631285135805661,0.126741459728291,-0.66152228230956
"1068","MG-132","Preclinical","proteasome inhibitor","PSMB1",-0.654580833619914,47,-0.715892491966112,0.325613964262286,-0.654580833619914
"941","levalbuterol","Launched","adrenergic receptor agonist","ADRB2",-0.644837288847664,1,-0.644837288847664,NA,-0.644837288847664
"1773","tolmetin","Launched","cyclooxygenase inhibitor","PTGS1|PTGS2",-0.644764253498555,1,-0.644764253498555,NA,-0.644764253498555
"1451","puromycin","Preclinical","protein synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.644618485336331,30,-0.813914122034927,0.423118326669428,-0.644618485336331
"1702","tegaserod","Withdrawn","serotonin receptor partial agonist","HTR2A|HTR2B|HTR2C|HTR4",-0.64350476886805,10,-0.710893666334437,0.360628026593254,-0.64350476886805
"401","closantel","Launched","chitinase inhibitor|NFkB pathway inhibitor","",-0.641907683318726,1,-0.641907683318726,NA,-0.641907683318726
"1279","panobinostat","Launched","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9",-0.641756650109345,73,-0.746202161846334,0.423745575833522,-0.641756650109345
"1331","PHA-793887","Phase 1","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK7|CDK9",-0.640564740159232,59,-0.695669891827506,0.323537544553981,-0.640564740159232
"932","latamoxef","Launched","bacterial cell wall synthesis inhibitor","",-0.639578743711818,1,-0.639578743711818,NA,-0.639578743711818
"1779","topotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT",-0.639510669856439,26,-0.72240082960139,0.374630055462382,-0.639510669856439
"619","ethoxyquin","Preclinical","antioxidant","",-0.638702319522511,1,-0.638702319522511,NA,-0.638702319522511
"830","ifosfamide","Launched","DNA alkylating agent","CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1",-0.637241612540332,1,-0.637241612540332,NA,-0.637241612540332
"329","CGP-71683","Preclinical","neuropeptide receptor antagonist","NPY5R",-0.637115518124041,15,-0.840052585451359,0.385248669375164,-0.637115518124041
"1193","NO-ASA","Phase 2","cyclooxygenase inhibitor","PTGS2",-0.636981893036161,6,-0.657285720088454,0.269081957965183,-0.636981893036161
"1833","tyloxapol","Launched","NFkB pathway inhibitor","LPL|NFKB2",-0.636043240795166,3,-0.647466561415587,0.0310859476824248,-0.636043240795166
"946","levocetirizine","Launched","histamine receptor antagonist","HRH1",-0.634279585119129,2,-0.634279585119129,0.163550092586727,-0.634279585119129
"1402","pralidoxime","Launched","acetylcholinesterase inhibitor","ACHE|BCHE",-0.633151632990229,1,-0.633151632990229,NA,-0.633151632990229
"1737","thiomersal","Launched","other antibiotic","OXCT1",-0.629938077629435,2,-0.629938077629435,0.299430698022174,-0.629938077629435
"792","hexylresorcinol","Launched","local anesthetic","TYR",-0.628469179082676,2,-0.628469179082676,0.168875195331581,-0.628469179082676
"1006","medetomidine","Launched","adrenergic receptor agonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C",-0.627381840410621,1,-0.627381840410621,NA,-0.627381840410621
"1104","monensin","Launched","bacterial permeability inducer","",-0.627227578147824,1,-0.627227578147824,NA,-0.627227578147824
"912","L-655240","Phase 1","thromboxane receptor antagonist","PTGES",-0.625574840756214,3,-0.664621676891616,0.117451743440555,-0.625574840756214
"34","adapalene","Launched","retinoid receptor agonist","RARA|RARB|RARG|RXRA|RXRB|RXRG",-0.625036517674554,3,-0.67491966111598,0.110967281016932,-0.625036517674554
"1166","niclosamide","Launched","DNA replication inhibitor|STAT inhibitor","STAT3",-0.624370219809438,94,-0.720886566708866,0.32442726686163,-0.624370219809438
"1234","oleanolic-acid","Preclinical","G protein-coupled receptor agonist","GPBAR1",-0.623437931558737,1,-0.623437931558737,NA,-0.623437931558737
"1661","sulfachlorpyridazine","Launched","bacterial antifolate","",-0.623364896209627,1,-0.623364896209627,NA,-0.623364896209627
"1377","pirfenidone","Launched","TGF beta receptor inhibitor","FURIN|TNF",-0.621969033011978,2,-0.621969033011978,0.0731276075197308,-0.621969033011978
"1085","mitomycin-c","Launched","DNA alkylating agent|DNA synthesis inhibitor","",-0.621854169978187,25,-0.673832322443925,0.262077079095893,-0.621854169978187
"878","ivermectin","Launched","benzodiazepine receptor agonist","CHRNA7|GABRB3|GLRA3|P2RX7",-0.621184805274265,14,-0.709437055134547,0.312960773173137,-0.621184805274265
"299","CD-1530","Preclinical","retinoid receptor agonist","RARG",-0.618824342569554,44,-0.692018124372058,0.308753618448676,-0.618824342569554
"1460","pyrithyldione","Withdrawn","psychoactive drug","",-0.614892795712987,1,-0.614892795712987,NA,-0.614892795712987
"492","digitoxin","Launched","ATPase inhibitor","ATP1A1",-0.613187650113691,23,-0.670391469471224,0.294261168579205,-0.613187650113691
"824","idarubicin","Launched","topoisomerase inhibitor","TOP2A",-0.612112769089345,86,-0.708928248893761,0.455342266472296,-0.612112769089345
"991","M-344","Preclinical","HDAC inhibitor","",-0.60904587200198,6,-0.564928425357873,0.170233006249968,-0.60904587200198
"22","acefylline","Launched","adenosine receptor agonist","ADORA1",-0.608603564125036,1,-0.608603564125036,NA,-0.608603564125036
"1440","proscillaridin-a","Launched","","",-0.608005118277177,4,-0.666200128462038,0.267466717332634,-0.608005118277177
"651","fendiline","Preclinical","calcium channel blocker","HTR2B",-0.607727139935729,2,-0.607727139935729,0.0463761239779083,-0.607727139935729
"321","CGK-733","Preclinical","ATM kinase inhibitor|ATR kinase inhibitor","ATM|ATR",-0.607395374204146,23,-0.770604160013308,0.436090821880501,-0.607395374204146
"491","digitoxigenin","Preclinical","ATPase inhibitor","ATP1A1",-0.607045970027195,18,-0.656806894536956,0.261923718467982,-0.607045970027195
"1804","trichostatin-a","Preclinical","HDAC inhibitor","HDAC1|HDAC10|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9",-0.606369359788944,804,-0.683436470851754,0.335745963391937,-0.606369359788944
"289","carbimazole","Launched","antithyroid agent","TPO",-0.60612855381991,1,-0.60612855381991,NA,-0.60612855381991
"439","dabrafenib","Launched","RAF inhibitor","BRAF|LIMK1|NEK11|RAF1|SIK1",-0.603216184306365,12,-0.703536575513196,0.430825166001407,-0.603216184306365
"833","IKK-2-inhibitor-V","Phase 1","IKK inhibitor|NFkB pathway inhibitor","IKBKB",-0.598181447479211,73,-0.69260240716493,0.329937436232795,-0.598181447479211
"516","dipivefrine","Launched","adrenergic receptor agonist","ACHE|ADRA1A|ADRA2A|ADRB2|BCHE",-0.597536320138864,5,-0.683546023875418,0.191025845681854,-0.597536320138864
"825","idazoxan","Phase 3","adrenergic receptor antagonist","ADRA2A",-0.597218241228616,1,-0.597218241228616,NA,-0.597218241228616
"1662","sulfadoxine","Launched","dihydropteroate synthase inhibitor","",-0.588088822589996,1,-0.588088822589996,NA,-0.588088822589996
"869","isoprenaline","Launched","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3|MAPK1|PIK3R1|PIK3R2|PIK3R3",-0.58772364584445,1,-0.58772364584445,NA,-0.58772364584445
"1140","NAN-190","Preclinical","serotonin receptor agonist","ADRA1A|ADRA1B|ADRA1D|HTR1A|HTR1F",-0.586646999681133,3,-0.632340052585451,0.185368224556572,-0.586646999681133
"856","iopromide","Launched","radiopaque medium","",-0.584802231880093,1,-0.584802231880093,NA,-0.584802231880093
"585","epirubicin","Launched","topoisomerase inhibitor","CHD1|TOP2A",-0.58458107794162,4,-0.644577569343493,0.226432329376406,-0.58458107794162
"1270","oxyphenbutazone","Withdrawn","cyclooxygenase inhibitor","PLA2G2E|PTGS1|PTGS2",-0.581401992364235,4,-0.592945673305742,0.037117670446134,-0.581401992364235
"1359","PIK-75","Preclinical","DNA protein kinase inhibitor|PI3K inhibitor","PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC",-0.581241144333712,65,-0.705557871284018,0.441548851499269,-0.581241144333712
"864","irinotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT",-0.57999929146441,27,-0.69478527607362,0.433078727528666,-0.57999929146441
"1253","ouabain","Launched","ATPase inhibitor","ATP1A1",-0.579656338925402,57,-0.641031259129419,0.287209334512208,-0.579656338925402
"711","fursultiamine","Launched","vitamin B","",-0.579024247735904,1,-0.579024247735904,NA,-0.579024247735904
"1287","paromomycin","Launched","bacterial 30S ribosomal subunit inhibitor","",-0.577790838365631,1,-0.577790838365631,NA,-0.577790838365631
"1808","tridihexethyl","Launched","acetylcholine receptor antagonist","CHRM1|CHRM2|CHRM3",-0.576330131383451,1,-0.576330131383451,NA,-0.576330131383451
"419","cromoglicic-acid","Launched","immunosuppressant","KCNMA1|S100P",-0.573627823466419,1,-0.573627823466419,NA,-0.573627823466419
"143","azacitidine","Launched","DNA methyltransferase inhibitor","DNMT1|DNMT3A",-0.57297363878131,19,-0.741682161766157,0.344667896020827,-0.57297363878131
"1078","milnacipran","Launched","serotoninñnorepinephrine reuptake inhibitor (SNRI)","GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|SLC6A2|SLC6A4",-0.572345609074723,2,-0.572345609074723,0.182348432372873,-0.572345609074723
"1213","NSC-632839","Preclinical","ubiquitin specific protease inhibitor","SENP2|USP1|USP2|USP7",-0.572219435889834,95,-0.659809535415003,0.374179089946819,-0.572219435889834
"170","benproperine","Launched","antitussive","SCN5A",-0.56938358165352,2,-0.56938358165352,0.0782919865818587,-0.56938358165352
"44","alexidine","Preclinical","phosphatidylglycerophosphatase inhibitor","PTPMT1",-0.568131086156313,4,-0.621863575770604,0.181036710181324,-0.568131086156313
"1552","ryuvidine","Preclinical","histone lysine methyltransferase inhibitor","CDK2|CDK4",-0.565774008442176,21,-0.66280398472847,0.378979156439064,-0.565774008442176
"1263","oxolinic-acid","Preclinical","bacterial DNA gyrase inhibitor","",-0.565658778848963,1,-0.565658778848963,NA,-0.565658778848963
"1758","tioguanine","Phase 2","purine antagonist","",-0.564565979133855,3,-0.717061057551855,0.369775760480973,-0.564565979133855
"220","BMY-45778","Preclinical","IP1 prostacyclin receptor agonist","PTGIR",-0.563301853430317,9,-0.622334209757523,0.405988150029251,-0.563301853430317
"715","gaboxadol","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRD|GABRR1|GABRR2|GABRR3",-0.563037697845619,1,-0.563037697845619,NA,-0.563037697845619
"779","HA-14-1","Preclinical","BCL inhibitor","BCL2",-0.562902957591391,5,-0.503586923670919,0.32291108604917,-0.562902957591391
"130","AT-7519","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK9",-0.56202042085943,52,-0.672882862905508,0.43732616140868,-0.56202042085943
"730","gemcitabine","Launched","ribonucleotide reductase inhibitor","CMPK1|RRM1|RRM2|TYMS",-0.559753995624184,82,-0.73158624535333,0.492573530789801,-0.559753995624184
"494","digoxin","Launched","ATPase inhibitor","ATP1A1",-0.558861700663036,52,-0.64161963770458,0.326522729123258,-0.558861700663036
"1156","neostigmine","Launched","acetylcholinesterase inhibitor","ACHE",-0.557259713701432,1,-0.557259713701432,NA,-0.557259713701432
"132","ataluren","Launched","CFTR channel agonist|dystrophin stimulant","DMD",-0.55521472392638,1,-0.55521472392638,NA,-0.55521472392638
"1087","mitoxantrone","Launched","topoisomerase inhibitor","TOP2A",-0.554479710662589,77,-0.598707155537596,0.380078329766287,-0.554479710662589
"1381","piromidic-acid","Phase 2","bacterial DNA gyrase inhibitor","",-0.552520607573928,1,-0.552520607573928,NA,-0.552520607573928
"1571","SB-218078","Preclinical","CHK inhibitor","CHEK1",-0.5514497797314,21,-0.641834647969617,0.318784253543879,-0.5514497797314
"520","disulfiram","Launched","aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist","ALDH2|DBH",-0.550209840712785,8,-0.528565013066186,0.105087169766216,-0.550209840712785
"264","BX-795","Preclinical","IKK inhibitor","CDK2|CHEK1|GSK3B|KDR|PDK1|PDPK1",-0.548508384391264,48,-0.637679824634986,0.33414298624307,-0.548508384391264
"600","esomeprazole","Launched","ATPase inhibitor","ATP4A",-0.548284557325607,1,-0.548284557325607,NA,-0.548284557325607
"436","cytarabine","Launched","ribonucleotide reductase inhibitor","POLA1|POLB|POLD1|POLE",-0.538636291698424,15,-0.652944212598759,0.435391077971027,-0.538636291698424
"544","DPO-1","Preclinical","potassium channel blocker","KCNA5",-0.537396829265318,3,-0.419807186678352,0.292951553963975,-0.537396829265318
"1609","sertindole","Withdrawn","dopamine receptor antagonist|serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR6|KCNH2",-0.535790051584921,3,-0.521618463336255,0.0837946748685688,-0.535790051584921
"421","CS-110266","Preclinical","dopamine receptor agonist","SLC6A3",-0.535700122659298,4,-0.610543096658714,0.225912431143867,-0.535700122659298
"944","levobunolol","Launched","adrenergic receptor antagonist","ADRB1|ADRB2|ADRB3",-0.535495179666959,1,-0.535495179666959,NA,-0.535495179666959
"1260","oxiconazole","Launched","bacterial cell wall synthesis inhibitor","",-0.535175462443795,5,-0.661562383793618,0.317375975895103,-0.535175462443795
"493","digoxigenin","Preclinical","steroid","",-0.532549455905826,13,-0.550029214139644,0.244839239894229,-0.532549455905826
"308","cefmetazole","Launched","bacterial cell wall synthesis inhibitor","",-0.528629856850716,1,-0.528629856850716,NA,-0.528629856850716
"672","florfenicol","Launched","protein synthesis inhibitor","",-0.528418942367968,1,-0.528418942367968,NA,-0.528418942367968
"206","bithionol","Withdrawn","autotaxin inhibitor","ESR1|ESR2|MCL1",-0.528251350171065,17,-0.606858907311,0.310450898397594,-0.528251350171065
"1834","tyrphostin-A9","Preclinical","protein tyrosine kinase inhibitor|tyrosine kinase inhibitor","",-0.527994386894225,26,-0.650931644715974,0.355820797678587,-0.527994386894225
"541","doxorubicin","Launched","topoisomerase inhibitor","TOP2A",-0.525412998773385,79,-0.624241320398935,0.371024785613766,-0.525412998773385
"1","1-phenylbiguanide","Preclinical","serotonin receptor agonist","HTR3A|HTR3B",-0.523868396103645,4,-0.602951516133671,0.234457578713767,-0.523868396103645
"1755","tiletamine","Launched","glutamate receptor antagonist","",-0.517244533954296,1,-0.517244533954296,NA,-0.517244533954296
"100","androsterone","Preclinical","androgen receptor agonist","",-0.514980438131918,1,-0.514980438131918,NA,-0.514980438131918
"60","alvocidib","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|EGFR|PYGM",-0.513524293634411,96,-0.575011399317201,0.423442878514695,-0.513524293634411
"1209","novobiocin","Launched","bacterial DNA gyrase inhibitor","",-0.512935448356866,1,-0.512935448356866,NA,-0.512935448356866
"1534","RS-102895","Preclinical","CCR antagonist","CCR2",-0.51283686487111,7,-0.602038574269808,0.341336242343974,-0.51283686487111
"572","enilconazole","Launched","sterol demethylase inhibitor","CYP19A1|CYP1A2|CYP2B6|CYP2C9|CYP2J2|CYP3A4|CYP3A5|NR1I2|PPARA|PTGER2",-0.512059024167559,1,-0.512059024167559,NA,-0.512059024167559
"455","daunorubicin","Launched","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B",-0.509004297396733,107,-0.594507741747005,0.417171449763306,-0.509004297396733
"569","emetine","Phase 2","protein synthesis inhibitor","RPS2",-0.505686326297758,115,-0.603246098733083,0.433694857829881,-0.505686326297758
"1275","palbociclib","Launched","CDK inhibitor","CDK4|CDK6",-0.499854675157234,47,-0.596049675642873,0.467372266998322,-0.499854675157234
"621","etidronic-acid","Launched","bone resorption inhibitor","ATP6V1A|PTPRS",-0.497890166440419,1,-0.497890166440419,NA,-0.497890166440419
"379","clarithromycin","Launched","bacterial 50S ribosomal subunit inhibitor","CYP3A4",-0.497671060393092,2,-0.497671060393092,0.197589142917012,-0.497671060393092
"534","dorzolamide","Launched","carbonic anhydrase inhibitor","CA1|CA12|CA14|CA2|CA4|CA7",-0.496575530156457,1,-0.496575530156457,NA,-0.496575530156457
"369","ciprofloxacin","Launched","bacterial DNA gyrase inhibitor","TOP2A",-0.496206257628623,2,-0.496206257628623,0.0830374230081529,-0.496206257628623
"838","imiloxan","Phase 1","adrenergic receptor antagonist","ADRA2A|ADRA2B",-0.493946257588535,2,-0.493946257588535,0.0215871044796945,-0.493946257588535
"1095","mocetinostat","Phase 2","HDAC inhibitor","HDAC1|HDAC11|HDAC2|HDAC3",-0.492710202262818,16,-0.565553321607589,0.322129921500499,-0.492710202262818
"1309","penbutolol","Launched","adrenergic receptor antagonist","ADRB1|ADRB2|HTR1A|HTR1B",-0.491682161766157,1,-0.491682161766157,NA,-0.491682161766157
"765","GW-405833","Preclinical","cannabinoid receptor agonist","CNR2",-0.489696603351262,43,-0.617887245026455,0.415526007021862,-0.489696603351262
"1051","methylene-blue","Launched","guanylyl cyclase inhibitor|nitric oxide production inhibitor","ACHE",-0.486846974259807,56,-0.597072170530399,0.408174806483547,-0.486846974259807
"1091","ML-9","Preclinical","myosin light chain kinase inhibitor","TRPC6",-0.486419520848022,4,-0.653962611703996,0.512256363613004,-0.486419520848022
"1897","XL-147","Phase 2","PI3K inhibitor","PIK3CA|PIK3CD|PIK3CG",-0.485246390552959,16,-0.617631621304573,0.407203931305768,-0.485246390552959
"1761","tiratricol","Launched","thyroid hormone stimulant","THRA|THRB",-0.484370435290681,1,-0.484370435290681,NA,-0.484370435290681
"979","lorglumide","Phase 1","CCK receptor antagonist","CCKAR|CCKBR",-0.483575238015061,1,-0.483575238015061,NA,-0.483575238015061
"378","cladribine","Launched","adenosine deaminase inhibitor|ribonucleotide reductase inhibitor","ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B",-0.482567449045287,11,-0.675576979257961,0.558786759240265,-0.482567449045287
"1754","tigecycline","Launched","bacterial 30S ribosomal subunit inhibitor","",-0.480961552306523,29,-0.582392065359497,0.381569079084052,-0.480961552306523
"255","butabindide","Preclinical","tripeptidyl peptidase inhibitor","TPP2",-0.479406079442415,4,-0.468598895665433,0.106226215365235,-0.479406079442415
"1319","perhexiline","Launched","carnitine palmitoyltransferase inhibitor","CPT1A|CPT2",-0.478816216406375,50,-0.603061069157334,0.429915063134079,-0.478816216406375
"1214","NSC-663284","Preclinical","CDC inhibitor","CDC25A|CDC25B|CDC25C",-0.478568951836342,23,-0.618317265556529,0.459500635979263,-0.478568951836342
"227","brefeldin-a","Preclinical","protein synthesis inhibitor","ARF1|CYTH2",-0.478381486886267,68,-0.653397808349889,0.457610946611439,-0.478381486886267
"1056","meticrane","Launched","diuretic","",-0.478097586831888,1,-0.478097586831888,NA,-0.478097586831888
"171","benserazide","Launched","DOPA decarboxylase inhibitor","DDC",-0.476125632405946,1,-0.476125632405946,NA,-0.476125632405946
"442","dactinomycin","Launched","RNA polymerase inhibitor","POLR2A",-0.475348508742143,25,-0.586701150956925,0.336277562596482,-0.475348508742143
"629","etoposide","Launched","topoisomerase inhibitor","TOP2A|TOP2B",-0.474722333945851,35,-0.667624317769662,0.494542710672528,-0.474722333945851
"203","bisindolylmaleimide-ix","Preclinical","PKC inhibitor","AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SIRT1",-0.474462021260308,19,-0.51344669580063,0.329243691137968,-0.474462021260308
"1262","oxolamine","Launched","antitussive","",-0.472173531989483,1,-0.472173531989483,NA,-0.472173531989483
"477","diacerein","Launched","interleukin inhibitor","IL1B",-0.472068074748109,2,-0.472068074748109,0.201778082268199,-0.472068074748109
"1412","prednisone","Launched","glucocorticoid receptor agonist","HSD11B1|NR3C1",-0.472035652855844,1,-0.472035652855844,NA,-0.472035652855844
"563","eliprodil","Phase 3","glutamate receptor antagonist","GRIN1|GRIN2B",-0.471762395532725,3,-0.58289512123868,0.226110231436031,-0.471762395532725
"1553","saclofen","Preclinical","GABA receptor antagonist","GABBR1|GABBR2|KCTD12|KCTD16|KCTD8",-0.469990663080793,1,-0.469990663080793,NA,-0.469990663080793
"1880","vorinostat","Launched","HDAC inhibitor","HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC5|HDAC6|HDAC8|HDAC9",-0.469707395939182,860,-0.58177126489207,0.379004151651813,-0.469707395939182
"1481","raloxifene","Launched","estrogen receptor antagonist|selective estrogen receptor modulator (SERM)","ESR1|ESR2",-0.464652938922404,8,-0.622334209757522,0.456156906030676,-0.464652938922404
"1212","NSC-3852","Preclinical","HDAC inhibitor","HDAC1",-0.463090708323809,19,-0.552666678272145,0.343409551432869,-0.463090708323809
"149","azelastine","Launched","histamine receptor antagonist","HRH1",-0.462833198868114,2,-0.462833198868114,0.153382058145198,-0.462833198868114
"1135","nalidixic-acid","Launched","bacterial DNA gyrase inhibitor","",-0.462751971954426,1,-0.462751971954426,NA,-0.462751971954426
"1709","tenatoprazole","Phase 2","ATPase inhibitor","IDO1",-0.459027169149869,1,-0.459027169149869,NA,-0.459027169149869
"174","benzethonium","Launched","sodium channel blocker","SCN10A",-0.458702605861168,4,-0.586587502150972,0.331520444321977,-0.458702605861168
"373","cisplatin","Launched","DNA alkylating agent|DNA synthesis inhibitor","XIAP",-0.457968037804614,5,-0.747334090974348,0.469678044779681,-0.457968037804614
