"target","score","p","padj","norm_z_score","norm_z_score_p","norm_z_score_p_adj"
"Adrenergic beta-1 Receptor Agonists",1824.61995437851,0,0,0.590707562116058,0.554716380226493,0.787751123377079
"Protein Kinase Inhibitors",1054.42552123423,0,0,0.588808189368203,0.555989951616882,0.787751123377079
"Anthelmintics",1175.46471133899,0,0,0.568425607608216,0.569746006408768,0.794830848446799
"Cytochrome P-450 CYP2C9 Inhibitors",1449.46892005398,0,0,0.525576421341337,0.599182542762095,0.811620279034656
"Coccidiostats",1330.50310355748,0,0,0.491240013446202,0.623256701388378,0.833467541501618
"Selective Estrogen Receptor Modulators",1346.55245274321,0,0,0.471094157243905,0.637573497333603,0.847597708219966
"Antinematodal Agents",1074.51767297918,0,0,0.454020855126992,0.649813816357784,0.848889725415372
"Anticestodal Agents",1393.3241679798,0,0,0.44570871579756,0.655807667922736,0.851796166382405
"Analgesics",1018.33222651654,0,0,0.428825303551631,0.668050362993671,0.857837397935056
"Insecticides",1020.07851796519,0,0,0.411137300391062,0.680971860347916,0.864604721565332
"Cytochrome P-450 CYP3A Inhibitors",1048.34314306644,0,0,0.375336270930182,0.707410394310241,0.883285906707814
"Cysteine Proteinase Inhibitors",1084.31908494814,0,0,0.348504404519075,0.727461406584575,0.893512379826706
"Fatty Acid Synthesis Inhibitors",1153.08341040147,0,0,0.333153925049621,0.739018095766233,0.893806384237792
"Anticoagulants",1067.16555837718,0,0,0.323411694801725,0.746383473873142,0.893806384237792
"Immunosuppressive Agents",887.716498120892,0,0,0.307278233933018,0.758631601608224,0.895871754782873
"HIV Protease Inhibitors",1048.92036379616,0,0,0.299839294194175,0.764299741049002,0.895871754782873
"Uncoupling Agents",1012.71964701555,0,0,0.28465445597626,0.775908886481499,0.903893857447519
"Dopamine D2 Receptor Antagonists",986.221398555049,0,0,0.252809075527618,0.800415754213029,0.907749083537925
"Antiprotozoal Agents",867.929066646149,0,0,0.23743754465532,0.812317365927191,0.907749083537925
"Cytochrome P-450 CYP2C19 Inhibitors",943.302698420288,0,0,0.216401343141521,0.82867491939817,0.907749083537925
"Dermatologic Agents",863.622474848132,0,0,0.211777011406784,0.832281003978686,0.907749083537925
"Antibiotics, Antitubercular",881.814941827973,0,0,0.200084643732265,0.841414383056014,0.907749083537925
"14-alpha Demethylase Inhibitors",867.353787431872,0,0,0.196903007754493,0.843903439911142,0.907749083537925
"Histamine H3 Antagonists",835.749169822054,0,0,0.172565953422848,0.862992615576582,0.91566352638642
"Bone Density Conservation Agents",806.688687644403,0,0,0.155758480831383,0.876223398602527,0.925357420954071
"Catechol O-Methyltransferase Inhibitors",663.445240837068,0,0,0.0994997010101786,0.920741525282243,0.954530205109114
"Calcineurin Inhibitors",605.862856180358,0,0,0.0940415506248074,0.925076150344957,0.95464479441991
"Cathartics",611.398533687102,0,0,0.0731701227585324,0.941670741224324,0.967352670530442
"Alkylating Agents",537.348726688784,0,0,0.0264527569099924,0.978896214922669,0.984480708172907
"Oxytocics",587.616252050876,0,0,0.0194517744446769,0.984480708172907,0.984480708172907
"Estrogen Antagonists",562.401172247178,0,0,-0.0210800143298228,0.983181827607435,0.984480708172907
"Vitamins",577.88399792776,0,0,-0.0236633961955216,0.981121103428779,0.984480708172907
"Vitamin B Complex",567.003303599381,0,0,-0.0467757424769561,0.962691962565012,0.98003776369231
"Anabolic Agents",501.866911005306,0,0,-0.0595552716712967,0.952509843132247,0.974059839583203
"Antidotes",388.618382528453,0,0,-0.119885709670566,0.90457368485526,0.942090565793957
"Histamine H1 Antagonists, Non-Sedating",507.887377897067,0,0,-0.127274389692594,0.898723229508333,0.940330786430015
"Folic Acid Antagonists",373.007909196566,0,0,-0.142761925377079,0.886478208147337,0.931832907168829
"Amebicides",376.254124605564,0,0,-0.175811182742907,0.860442283926346,0.91566352638642
"Antipruritics",429.74967617828,0,0,-0.19230889586822,0.847500250559744,0.907749083537925
"Respiratory System Agents",-122.795889507866,1,1,-0.195312665983103,0.845148181996223,0.907749083537925
"Proton Pump Inhibitors",256.316165396404,0,0,-0.198586363517236,0.842586321494712,0.907749083537925
"Anti-Infective Agents, Urinary",422.49992257018,0,0,-0.198920635917195,0.8423248269569,0.907749083537925
"Adrenergic alpha-2 Receptor Antagonists",44.2605276595873,0,0,-0.206480336378566,0.836415723099563,0.907749083537925
"Cytochrome P-450 CYP2D6 Inhibitors",237.015183364368,0,0,-0.212545047729857,0.831681837492116,0.907749083537925
"Enzyme Inhibitors",603.396489234002,0,0,-0.212967016295309,0.831352689689649,0.907749083537925
"Cross-Linking Reagents",168.435380925132,0,0,-0.215842752550945,0.829110321977963,0.907749083537925
"Dopamine Uptake Inhibitors",209.974004549183,0,0,-0.229964926270444,0.818119024118965,0.907749083537925
"Contraceptive Agents",4.45135056725217,0,0,-0.245428550251407,0.806124624973056,0.907749083537925
"Schistosomicides",-30.4342529219706,1,1,-0.257867073469166,0.796509497214924,0.907749083537925
"Dopamine Agonists",465.523454450493,0,0,-0.298844595675529,0.765058622447321,0.895871754782873
"Antidiarrheals",12.3518341088522,0,0,-0.316666101437717,0.75149697312097,0.893885873291259
"Cardiovascular Agents",-30.4070909672516,1,1,-0.321970226147486,0.747475250535145,0.893806384237792
"Antirheumatic Agents",269.297716619306,0,0,-0.332066524979557,0.739839026462257,0.893806384237792
"Sodium Potassium Chloride Symporter Inhibitors",-166.051970356478,1,1,-0.332522023552734,0.739495112511968,0.893806384237792
"Adrenergic beta-2 Receptor Agonists",201.821628244748,0,0,-0.364179601126553,0.715723898572893,0.883899459439748
"Parasympathomimetics",82.2052112833122,0,0,-0.368369797136912,0.71259751493391,0.883899459439748
"Phytoestrogens",-279.134540839701,1,1,-0.382153971889502,0.702347160524546,0.881835879325264
"Free Radical Scavengers",-22.6042825915702,1,1,-0.38305421931744,0.701679563111339,0.881835879325264
"Analgesics, Opioid",14.5552865472204,0,0,-0.412286898539246,0.680129150339656,0.864604721565332
"Plant Growth Regulators",-700.416838620309,1,1,-0.435750243101967,0.663017948004663,0.856240321423164
"Carbonic Anhydrase Inhibitors",-245.177072802304,1,1,-0.457220389479248,0.647512644450858,0.848889725415372
"Adrenergic Agents",22.4131225912589,0,0,-0.461098841215611,0.644727693076129,0.848889725415372
"Mutagens",-957.729295846495,1,1,-0.519620152842065,0.603328349016913,0.811620279034656
"Antineoplastic Agents, Hormonal",188.52787877223,0,0,-0.521462458743824,0.602044651096355,0.811620279034656
"Angiogenesis Inhibitors",-140.14647378547,1,1,-0.525302369915986,0.59937301017868,0.811620279034656
"Hormone Antagonists",-155.637996809783,1,1,-0.533609225117539,0.593611924405573,0.811620279034656
"Androgens",-369.694929744753,1,1,-0.534138348209142,0.593245819792327,0.811620279034656
"Antiviral Agents",256.513440802378,0,0,-0.573465938954354,0.566329255000367,0.794830848446799
"Contraceptives, Oral, Synthetic",5.99662776397078,0,0,-0.586261334231037,0.557699910355454,0.787751123377079
"Muscarinic Agonists",-755.091989397858,1,1,-0.622761344044467,0.533441364239864,0.767883747249741
"Lipoxygenase Inhibitors",-561.30361531114,1,1,-0.62391734603316,0.53268186796802,0.767883747249741
"Narcotics",-803.607969734417,1,1,-0.637553736720051,0.523764219161185,0.763682022776954
"Solvents",-1225.19371700711,1,1,-0.639036908154822,0.522798921926476,0.763682022776954
"Aromatase Inhibitors",-313.076714785412,1,1,-0.644996125387557,0.518929696614042,0.763682022776954
"Progestins",-572.703655286391,1,1,-0.648880604507188,0.516415552186435,0.763682022776954
"Calcium Channel Agonists",-820.364769807398,1,1,-0.653131654507162,0.513671406683225,0.763682022776954
"Cannabinoid Receptor Agonists",-616.292307885761,1,1,-0.668186903405941,0.504014294301278,0.759381536747259
"Tocolytic Agents",-94.1894696006456,1,1,-0.669807331514573,0.502980619321005,0.759381536747259
"Miotics",-464.691629051808,1,1,-0.681084338603272,0.495818126284556,0.757127679326416
"Detergents",-643.120168438723,1,1,-0.688007485485685,0.491448067541697,0.757127679326416
"Ganglionic Blockers",-976.116637605768,1,1,-0.735658755724245,0.461938395722247,0.740411896689559
"Adrenergic beta-Agonists",-270.746165933778,1,1,-0.742667963697688,0.457682730060684,0.738830692812246
"Keratolytic Agents",-1034.66426240442,1,1,-0.757258216366914,0.448895178466234,0.729858347722079
"Anti-Bacterial Agents",419.945597152413,0,0,-0.767600499453707,0.442724565590617,0.725041679880286
"Radiation-Protective Agents",-802.910337473793,1,1,-0.775480029823956,0.43805606141775,0.722632626864317
"Photosensitizing Agents",-637.398917835045,1,1,-0.782888861682249,0.433692378828229,0.720694688346909
"Purinergic P1 Receptor Antagonists",-1688.7143563014,1,1,-0.817449274216003,0.413671726524492,0.692517112552113
"Protease Inhibitors",-377.453419238665,1,1,-0.831008429797553,0.405968867216506,0.684693761126347
"Vasoconstrictor Agents",-68.8706556400745,1,1,-0.83463452022069,0.403923519670248,0.684693761126347
"Narcotic Antagonists",-599.182466417179,1,1,-0.83972441064504,0.401062923945571,0.684693761126347
"Antineoplastic Agents, Alkylating",-299.314071997926,1,1,-0.863728067938694,0.387737291016264,0.674656430243176
"Nootropic Agents",-425.470677019155,1,1,-0.874391653542319,0.381905001187484,0.674301017721651
"Adrenergic alpha-2 Receptor Agonists",-441.519421835466,1,1,-0.876533084919277,0.380740298447163,0.674301017721651
"Hypolipidemic Agents",-379.810496594251,1,1,-0.876619098424228,0.380693562194898,0.674301017721651
"Cytochrome P-450 CYP1A2 Inhibitors",-306.926233016728,1,1,-0.877555682279338,0.38018488859535,0.674301017721651
"Estrogens, Non-Steroidal",-550.575076301987,1,1,-0.885315541040514,0.375986470324947,0.674301017721651
"Adrenergic alpha-Agonists",-344.664134315045,1,1,-0.903303118268243,0.366365042028379,0.673158532507428
"Chelating Agents",-1344.67965881933,1,1,-0.903688830920545,0.366160423209878,0.673158532507428
"Anesthetics, Intravenous",-1064.60807360813,1,1,-0.912998728796228,0.361243210112556,0.673158532507428
"Estrogens",-844.688784486073,1,1,-0.91380012325612,0.360821881672437,0.673158532507428
"Androgen Antagonists",-697.458358081216,1,1,-0.918954624567831,0.358119306466917,0.673158532507428
"Immunologic Factors",-1885.90683109832,1,1,-0.919299864588139,0.35793874864186,0.673158532507428
"Potassium Channel Blockers",-713.674106412197,1,1,-0.925656066864613,0.354624746151381,0.673158532507428
"Antimetabolites",-150.137489932292,1,1,-0.937768322418095,0.348363483728135,0.673158532507428
"Anticarcinogenic Agents",-713.716879312369,1,1,-0.938553623831883,0.34795997292972,0.673158532507428
"Angiotensin II Type 1 Receptor Blockers",-604.477614300235,1,1,-0.939426826488972,0.347511644982469,0.673158532507428
"Phosphodiesterase 5 Inhibitors",-1486.04008030132,1,1,-0.971552946036422,0.331273000971316,0.668461591245692
"Cholinergic Antagonists",-1464.44409140872,1,1,-0.973043982420457,0.330531443098059,0.668461591245692
"Calcium Channel Blockers",78.0332308431166,0,0,-0.991668940320484,0.32135904711614,0.660246769529525
"Expectorants",-1248.74194724709,1,1,-1.04006635797044,0.29830907221022,0.618512388252383
"Adjuvants, Immunologic",-640.979760787955,1,1,-1.04868199031892,0.29432450585015,0.6159012807605
"Anti-Allergic Agents",-15.2136218333219,1,1,-1.04920481887293,0.294083861260516,0.6159012807605
"Adrenergic alpha-1 Receptor Agonists",-1255.5551009151,1,1,-1.0509291243013,0.293291142952121,0.6159012807605
"Antioxidants",-257.736633649702,1,1,-1.10466361983875,0.269305372817219,0.58813166637403
"Nicotinic Agonists",-1721.68362153852,1,1,-1.10820613111587,0.267772803569831,0.58813166637403
"Adrenergic beta-1 Receptor Antagonists",-856.164179563326,1,1,-1.11505735166571,0.264825845831704,0.58813166637403
"Leprostatic Agents",-1162.69181970084,1,1,-1.13278187277188,0.257305865675856,0.581511256427434
"Gout Suppressants",-1174.75014821976,1,1,-1.14203329024515,0.253440182323719,0.581511256427434
"Fibrinolytic Agents",-799.8823451496,1,1,-1.16327379028865,0.244718436116507,0.570168727446707
"Excitatory Amino Acid Antagonists",-258.379299620253,1,1,-1.21039185201418,0.226128566956325,0.532344334709682
"Myeloablative Agonists",-1552.09302592709,1,1,-1.21781196126694,0.223295437838548,0.53120809422644
"Tubulin Modulators",-666.306775629615,1,1,-1.26546724201797,0.205703884038132,0.49988255690987
"Histamine H2 Antagonists",-1198.72887225047,1,1,-1.27183280147589,0.203432531782079,0.49988255690987
"Central Nervous System Stimulants",-1049.74901883638,1,1,-1.28785381960399,0.197796853476992,0.496689876508892
"Bronchodilator Agents",-131.897666898248,1,1,-1.29950830558092,0.193769544996386,0.492044013136891
"Anti-Infective Agents",-222.074247424993,1,1,-1.31541994319123,0.188368806624137,0.483765344284717
"Muscle Relaxants, Central",-646.040159983544,1,1,-1.32018615672307,0.186772872717697,0.483765344284717
"Glucocorticoids",-331.579698475314,1,1,-1.34243246899592,0.179455812886412,0.471593182701501
"Sodium Chloride Symporter Inhibitors",-912.466752427817,1,1,-1.34573739331668,0.178387222442395,0.471593182701501
"Anticholesteremic Agents",-767.782554177109,1,1,-1.35214012592807,0.176330493089003,0.471593182701501
"Nasal Decongestants",-1020.03366536616,1,1,-1.35735311572284,0.174669037734217,0.471593182701501
"GABA Antagonists",-1076.98305704906,1,1,-1.39959212342106,0.161635493996526,0.445483190770913
"Cyclooxygenase Inhibitors",-263.574390738358,1,1,-1.40984517432213,0.158585404359956,0.442472856609259
"Hypnotics and Sedatives",-517.08332920363,1,1,-1.44946865119949,0.147206748835642,0.421123104263987
"Anti-Inflammatory Agents",-201.728000434783,1,1,-1.46645230385752,0.142525106046233,0.416169963533435
"Serotonin Uptake Inhibitors",-609.24945705505,1,1,-1.48407942438612,0.137787851076964,0.409737557149919
"Neuromuscular Nondepolarizing Agents",-1707.57417204496,1,1,-1.49494141638126,0.134929732081629,0.40658825933931
"Angiotensin-Converting Enzyme Inhibitors",-1001.8586447999,1,1,-1.50957898603425,0.13115088673765,0.400541897333904
"Analgesics, Non-Narcotic",-676.079147568589,1,1,-1.51387023335295,0.130058755089756,0.400541897333904
"Dopamine Agents",-1412.83998036742,1,1,-1.53971393364487,0.12363009891004,0.388061143800959
"Antiparkinson Agents",-458.76922723517,1,1,-1.54719108421541,0.121817175251184,0.388061143800959
"Hydroxymethylglutaryl-CoA Reductase Inhibitors",-1170.13870924519,1,1,-1.57397631595445,0.115492924978701,0.388061143800959
"Antimalarials",-524.319740666354,1,1,-1.57694085067168,0.114809135773724,0.388061143800959
"Hypoglycemic Agents",-523.227046777879,1,1,-1.60058453240382,0.109468970382096,0.380615189328518
"Anti-Asthmatic Agents",-1685.77155624918,1,1,-1.63377701285885,0.102305680732632,0.361266935087108
"Neurotransmitter Uptake Inhibitors",-2313.65633753695,1,1,-1.64219876994517,0.100548817541031,0.360698932766239
"Gastrointestinal Agents",-1154.6108792181,1,1,-1.64869922819543,0.0992092683619017,0.360698932766239
"Phosphodiesterase Inhibitors",-727.051084820218,1,1,-1.64957645499334,0.099029593937885,0.360698932766239
"Teratogens",-2324.6814251318,1,1,-1.65184677335053,0.0985657909127444,0.360698932766239
"Adrenergic Uptake Inhibitors",-686.036991457328,1,1,-1.67323810943756,0.0942804308402399,0.360698932766239
"Cytochrome P-450 CYP3A Inducers",-1616.98944525365,1,1,-1.71973745816567,0.0854801756273509,0.333077925720367
"Adjuvants, Anesthesia",-1361.79963968318,1,1,-1.7372053723482,0.0823509269933681,0.326514201763179
"Adrenergic beta-Antagonists",-793.679863271492,1,1,-1.73862242333618,0.0821011996539557,0.326514201763179
"Contrast Media",-1273.37357751084,1,1,-1.75606650364473,0.0790770537793157,0.324934802802279
"Adrenergic alpha-1 Receptor Antagonists",-1494.77440396441,1,1,-1.76558841846589,0.0774649244434409,0.324205054152179
"Cholagogues and Choleretics",-1912.68802419532,1,1,-1.78330470548991,0.0745367158542275,0.317835807227461
"Neuroprotective Agents",-555.542125245216,1,1,-1.78559704919644,0.0741645250324252,0.317835807227461
"Histamine Antagonists",-2205.59400094177,1,1,-1.80724373669763,0.0707242842809928,0.31340565191185
"Antidepressive Agents, Second-Generation",-784.224642484584,1,1,-1.80943679571226,0.0703831710419038,0.31340565191185
"Anti-Inflammatory Agents, Non-Steroidal",-107.935888175461,1,1,-1.81244894216328,0.0699168563633554,0.31340565191185
"Uricosuric Agents",-2037.8750749733,1,1,-1.88296758812884,0.0597047605527472,0.28164609512051
"Indicators and Reagents",-2025.83820917768,1,1,-1.88302497243211,0.0596969837759754,0.28164609512051
"Cyclooxygenase 2 Inhibitors",-1835.49427642208,1,1,-1.89552472439837,0.0580229193642419,0.28164609512051
"Antitubercular Agents",-2027.06111023888,1,1,-1.8964376598103,0.0579021960180774,0.28164609512051
"Cholinesterase Inhibitors",-1254.091703887,1,1,-1.9345426468404,0.053046443876255,0.278802239907759
"Platelet Aggregation Inhibitors",-490.220370485982,1,1,-1.93653473337111,0.052802242800394,0.278802239907759
"Sympatholytics",-1012.57126291062,1,1,-1.9657932854345,0.049322493751375,0.271875209458799
"Histamine Agonists",-3446.84369174965,1,1,-1.9791502614021,0.047799091008399,0.270064864197455
"Antidepressive Agents",-739.04469967776,1,1,-1.98520619313816,0.0471215355656056,0.270064864197455
"Antitussive Agents",-1991.16154698372,1,1,-2.00413283162211,0.0450558333038497,0.267963640175527
"Reverse Transcriptase Inhibitors",-1801.04199505123,1,1,-2.01772415252899,0.0436199979683682,0.266435663266249
"Nicotinic Antagonists",-1684.89441202968,1,1,-2.05822755584748,0.0395682946008202,0.25549813085101
"Convulsants",-1873.98707972538,1,1,-2.07004803401346,0.0384478465204697,0.25549813085101
"Diuretics",-1114.14044469469,1,1,-2.14165068990003,0.0322216014626499,0.227565060329965
"Histamine H1 Antagonists",-768.732056074604,1,1,-2.1557062286374,0.0311066115112941,0.226777232308144
"Antidepressive Agents, Tricyclic",-1410.6409844004,1,1,-2.25952691686947,0.0238506279049864,0.185870410569894
"Anti-Ulcer Agents",-1042.23346833279,1,1,-2.28846542911822,0.0221104311361776,0.178462765599148
"Dopamine Antagonists",-502.266747796524,1,1,-2.29655952739545,0.0216439096861542,0.178462765599148
"Monoamine Oxidase Inhibitors",-1714.4611653831,1,1,-2.29990279491429,0.0214537277232639,0.178462765599148
"Urological Agents",-1546.59736009832,1,1,-2.3117896846569,0.0207892761548056,0.178462765599148
"Antipyretics",-5526.81283904365,1,1,-2.36058156309661,0.0182463054396706,0.171819376223564
"Adrenergic alpha-Antagonists",-1467.2636731917,1,1,-2.41784811302915,0.0156125922043604,0.153410688616759
"Anti-HIV Agents",-2158.13526185636,1,1,-2.46052120910253,0.0138735371728184,0.142519063684408
"Leukotriene Antagonists",-2574.86493652976,1,1,-2.48113661552207,0.013096416809402,0.142519063684408
"Appetite Depressants",-3255.28293622917,1,1,-2.48422986058214,0.0129831972795788,0.142519063684408
"Serotonin Antagonists",-710.887015587589,1,1,-2.49651365787533,0.0125420838807976,0.142519063684408
"Sympathomimetics",-966.803027527555,1,1,-2.52647602727983,0.0115213251189403,0.142519063684408
"Mydriatics",-2635.17648849567,1,1,-2.5279358313086,0.0114735319987553,0.142519063684408
"GABA Modulators",-2001.1343348636,1,1,-2.55661256457086,0.0105696867484846,0.142519063684408
"Parasympatholytics",-1293.5742085058,1,1,-2.58676421375093,0.00968818623437612,0.142519063684408
"Muscarinic Antagonists",-1275.89836734002,1,1,-2.60923148385824,0.00907458330443082,0.142519063684408
"Antipsychotic Agents",-546.7888506408,1,1,-2.71607980219778,0.0066059992756745,0.142519063684408
"Serotonin Receptor Agonists",-1867.70844960916,1,1,-3.02377603106776,0.00249641176257751,0.0626876731491686
"Anti-Arrhythmia Agents",-975.757519938354,1,1,-3.19956658487503,0.00137634390931421,0.0388817154381265
"Voltage-Gated Sodium Channel Blockers",-2550.5728556056,1,1,-3.23586399871121,0.00121275151024982,0.0388817154381265
"Anesthetics, Local",-2153.35809325893,1,1,-3.40445595913813,0.000662959898061694,0.0249714894936571
"Antiemetics",-1453.18328890057,1,1,-3.4721721103872,0.000516265240520362,0.0233351888715203
"Anti-Anxiety Agents",-1602.51330816281,1,1,-3.58695032838533,0.000334568024796504,0.0189030934010025
"Anticonvulsants",-1175.19278226325,1,1,-3.65899384129504,0.000253207424454236,0.0189030934010025
"Vasodilator Agents",-792.103951892084,1,1,-3.68840620831413,0.000225663180388933,0.0189030934010025
"Antihypertensive Agents",-788.501796113568,1,1,-4.28646879424602,1.81535689672991e-05,0.00410270658660961
